Id,date,TotalSteps,Calories,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,TotalIntensity,avg_hr,max_hr,min_hr,hr_std,hr_range,TotalMinutesAsleep,TotalTimeInBed,sleep_hours,sleep_efficiency,mood_score,productivity_score
1927972279,2016-04-26,3761,2638,0,0,192,1058,192.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,296.0,315.0,4.933333333333334,0.9396825396825397,3.69676028232413,2.3805555555555555
1927972279,2016-04-28,1675,2351,0,0,95,1167,95.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,166.0,178.0,2.7666666666666666,0.9325842696629213,2.5903564567489568,1.4166666666666665
1927972279,2016-05-01,2704,2411,14,1,70,1355,114.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.869507980208026,3.657638888888889
1927972279,2016-05-02,3790,2505,16,8,94,1322,158.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.998674646874692,4.2034722222222225
1927972279,2016-05-03,1326,2195,10,0,17,1413,47.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.6222857579858045,3.299305555555556
1927972279,2016-05-04,1786,2338,0,0,87,1353,87.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.28895242465247,2.8270833333333334
1927972279,2016-05-06,2091,2383,0,0,108,1332,108.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.3181190913191365,2.85625
1927972279,2016-05-07,1510,2229,0,0,48,1392,48.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.234785757985804,2.7729166666666667
2022484408,2016-04-12,11875,2390,42,14,227,1157,578.0,77.424218627297,134.0,52.0,18.07426638844061,82.0,,,7.216666666666667,0.9426385708997683,6.295412448996212,6.210416666666667
2022484408,2016-04-13,12024,2601,43,5,292,1100,431.0,80.33758439609902,156.0,51.0,18.19323707003971,105.0,,,7.216666666666667,0.9426385708997683,6.415920811874559,5.84513888888889
2022484408,2016-04-14,10690,2312,32,3,257,1148,359.0,72.62859712230215,127.0,50.0,13.482281370953553,77.0,,,7.216666666666667,0.9426385708997683,5.907869020901213,5.05625
2022484408,2016-04-15,11034,2525,27,9,282,1122,381.0,80.43738211995473,189.0,53.0,17.901123927115815,136.0,,,7.216666666666667,0.9426385708997683,5.719503810925851,5.147916666666666
2022484408,2016-04-16,10100,2177,41,11,151,1237,296.0,75.96054724785238,136.0,49.0,16.74518949000719,87.0,,,7.216666666666667,0.9426385708997683,6.146561316083162,5.877083333333333
2022484408,2016-04-17,15112,2782,28,29,331,1052,473.0,83.9171382376718,161.0,52.0,17.86168602083974,109.0,,,7.216666666666667,0.9426385708997683,5.858503322885509,6.4118055555555555
2022484408,2016-04-18,14131,2770,48,3,311,1078,461.0,82.71282877079979,153.0,54.0,19.705790975137816,99.0,,,7.216666666666667,0.9426385708997683,6.651003683024851,6.042361111111111
2022484408,2016-04-19,11548,2489,31,7,250,1152,357.0,81.954,162.0,54.0,18.411279472781146,108.0,,,7.216666666666667,0.9426385708997683,5.843113343497305,5.217361111111112
2022484408,2016-04-20,15112,2897,48,63,276,1053,546.0,83.44403973509934,166.0,50.0,19.359221260875483,116.0,,,7.216666666666667,0.9426385708997683,6.686548029803494,9.410416666666666
2022484408,2016-04-21,12453,3158,104,53,255,1028,673.0,86.37481962481962,203.0,53.0,23.015690609227164,150.0,,,7.216666666666667,0.9426385708997683,9.047125236945263,10.0
2022484408,2016-04-22,12954,2638,52,10,273,1105,449.0,80.12544357700497,153.0,52.0,19.038112950110452,101.0,,,7.216666666666667,0.9426385708997683,6.781779580864865,6.615972222222222
2022484408,2016-04-23,6001,2069,0,0,249,1191,249.0,71.75562470081378,109.0,50.0,10.703095755666894,59.0,,,7.216666666666667,0.9426385708997683,4.5312110474374006,3.0520833333333335
2022484408,2016-04-24,13481,2529,37,26,216,1161,379.0,82.42124019957234,163.0,53.0,20.61291206510486,110.0,,,7.216666666666667,0.9426385708997683,6.075365542026459,6.593749999999999
2022484408,2016-04-25,11369,2470,44,8,217,1171,365.0,82.59916054564533,159.0,49.0,23.230409664290327,110.0,,,7.216666666666667,0.9426385708997683,6.348145135703362,5.968749999999999
